"order_id","product_id","unit_price","quantity","discount","_sdc_extracted_at","_sdc_received_at","_sdc_batched_at","_sdc_deleted_at","_sdc_sequence","_sdc_table_version","_sdc_sync_started_at","order_id","customer_id","employee_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","_sdc_extracted_at","_sdc_received_at","_sdc_batched_at","_sdc_deleted_at","_sdc_sequence","_sdc_table_version","_sdc_sync_started_at"
"11040","21","10","20","0",2025-02-01 14:30:05.379,2025-02-01 14:30:05.521,2025-02-01 14:30:05.420,,1738431005521,,1738431005337,"11040",GREAL,"4","1998-04-22","1998-05-20","","3","18.84",Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA,2025-02-01 14:30:05.446,2025-02-01 14:30:05.674,2025-02-01 14:30:05.613,,1738431005674,,1738431005337
"11041","63","43.9","30","0",2025-02-01 14:30:05.379,2025-02-01 14:30:05.521,2025-02-01 14:30:05.420,,1738431005521,,1738431005337,"11041",CHOPS,"3","1998-04-22","1998-05-20","1998-04-28","2","48.22",Chop-suey Chinese,Hauptstr. 31,Bern,"","3012",Switzerland,2025-02-01 14:30:05.446,2025-02-01 14:30:05.674,2025-02-01 14:30:05.613,,1738431005674,,1738431005337
"10254","74","8","21","0",2025-02-01 14:30:05.281,2025-02-01 14:30:05.421,2025-02-01 14:30:05.420,,1738431005421,,1738431005337,"10254",CHOPS,"5","1996-07-11","1996-08-08","1996-07-23","2","22.98",Chop-suey Chinese,Hauptstr. 31,Bern,"","3012",Switzerland,2025-02-01 14:30:05.396,2025-02-01 14:30:05.613,2025-02-01 14:30:05.613,,1738431005614,,1738431005337
"10395","69","28.8","8","0",2025-02-01 14:30:05.295,2025-02-01 14:30:05.439,2025-02-01 14:30:05.420,,1738431005439,,1738431005337,"10395",HILAA,"6","1996-12-26","1997-01-23","1997-01-03","1","184.41",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela,2025-02-01 14:30:05.405,2025-02-01 14:30:05.624,2025-02-01 14:30:05.613,,1738431005625,,1738431005337
"10958","72","34.8","5","0",2025-02-01 14:30:05.368,2025-02-01 14:30:05.510,2025-02-01 14:30:05.420,,1738431005511,,1738431005337,"10958",OCEAN,"7","1998-03-18","1998-04-15","1998-03-27","2","49.56",Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,"","1010",Argentina,2025-02-01 14:30:05.440,2025-02-01 14:30:05.667,2025-02-01 14:30:05.613,,1738431005668,,1738431005337
"10868","49","20","42","0.1",2025-02-01 14:30:05.356,2025-02-01 14:30:05.500,2025-02-01 14:30:05.420,,1738431005501,,1738431005337,"10868",QUEEN,"7","1998-02-04","1998-03-04","1998-02-23","2","191.27",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil,2025-02-01 14:30:05.435,2025-02-01 14:30:05.660,2025-02-01 14:30:05.613,,1738431005660,,1738431005337
"10925","52","7","12","0.15",2025-02-01 14:30:05.363,2025-02-01 14:30:05.506,2025-02-01 14:30:05.420,,1738431005507,,1738431005337,"10925",HANAR,"3","1998-03-04","1998-04-01","1998-03-13","1","2.27",Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,"05454-876",Brazil,2025-02-01 14:30:05.438,2025-02-01 14:30:05.665,2025-02-01 14:30:05.613,,1738431005665,,1738431005337
"10926","72","34.8","10","0",2025-02-01 14:30:05.363,2025-02-01 14:30:05.506,2025-02-01 14:30:05.420,,1738431005507,,1738431005337,"10926",ANATR,"4","1998-03-04","1998-04-01","1998-03-11","3","39.92",Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,"","05021",Mexico,2025-02-01 14:30:05.438,2025-02-01 14:30:05.665,2025-02-01 14:30:05.613,,1738431005665,,1738431005337
"10928","76","18","5","0",2025-02-01 14:30:05.363,2025-02-01 14:30:05.507,2025-02-01 14:30:05.420,,1738431005507,,1738431005337,"10928",GALED,"1","1998-03-05","1998-04-02","1998-03-18","1","1.36",Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,"","8022",Spain,2025-02-01 14:30:05.438,2025-02-01 14:30:05.665,2025-02-01 14:30:05.613,,1738431005665,,1738431005337
"10392","69","28.8","50","0",2025-02-01 14:30:05.295,2025-02-01 14:30:05.438,2025-02-01 14:30:05.420,,1738431005439,,1738431005337,"10392",PICCO,"2","1996-12-24","1997-01-21","1997-01-01","3","122.46",Piccolo und mehr,Geislweg 14,Salzburg,"","5020",Austria,2025-02-01 14:30:05.404,2025-02-01 14:30:05.624,2025-02-01 14:30:05.613,,1738431005625,,1738431005337
"10275","59","44","6","0.05",2025-02-01 14:30:05.283,2025-02-01 14:30:05.423,2025-02-01 14:30:05.420,,1738431005424,,1738431005337,"10275",MAGAA,"1","1996-08-07","1996-09-04","1996-08-09","1","26.93",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,"","24100",Italy,2025-02-01 14:30:05.397,2025-02-01 14:30:05.615,2025-02-01 14:30:05.613,,1738431005616,,1738431005337
"10812","77","13","20","0",2025-02-01 14:30:05.348,2025-02-01 14:30:05.492,2025-02-01 14:30:05.420,,1738431005493,,1738431005337,"10812",REGGC,"5","1998-01-02","1998-01-30","1998-01-12","1","59.78",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,"","42100",Italy,2025-02-01 14:30:05.432,2025-02-01 14:30:05.655,2025-02-01 14:30:05.613,,1738431005656,,1738431005337
"10815","33","2.5","16","0",2025-02-01 14:30:05.348,2025-02-01 14:30:05.493,2025-02-01 14:30:05.420,,1738431005493,,1738431005337,"10815",SAVEA,"2","1998-01-05","1998-02-02","1998-01-14","3","14.62",Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA,2025-02-01 14:30:05.432,2025-02-01 14:30:05.655,2025-02-01 14:30:05.613,,1738431005656,,1738431005337
"10797","11","21","20","0",2025-02-01 14:30:05.346,2025-02-01 14:30:05.491,2025-02-01 14:30:05.420,,1738431005491,,1738431005337,"10797",DRACD,"7","1997-12-25","1998-01-22","1998-01-05","2","33.35",Drachenblut Delikatessen,Walserweg 21,Aachen,"","52066",Germany,2025-02-01 14:30:05.431,2025-02-01 14:30:05.654,2025-02-01 14:30:05.613,,1738431005655,,1738431005337
"10879","76","18","10","0",2025-02-01 14:30:05.357,2025-02-01 14:30:05.501,2025-02-01 14:30:05.420,,1738431005502,,1738431005337,"10879",WILMK,"3","1998-02-10","1998-03-10","1998-02-12","3","8.5",Wilman Kala,Keskuskatu 45,Helsinki,"","21240",Finland,2025-02-01 14:30:05.436,2025-02-01 14:30:05.661,2025-02-01 14:30:05.613,,1738431005661,,1738431005337
"10414","33","2","50","0",2025-02-01 14:30:05.297,2025-02-01 14:30:05.441,2025-02-01 14:30:05.420,,1738431005442,,1738431005337,"10414",FAMIA,"2","1997-01-14","1997-02-11","1997-01-17","3","21.48",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil,2025-02-01 14:30:05.406,2025-02-01 14:30:05.626,2025-02-01 14:30:05.613,,1738431005626,,1738431005337
"10606","62","49.3","10","0.2",2025-02-01 14:30:05.322,2025-02-01 14:30:05.467,2025-02-01 14:30:05.420,,1738431005467,,1738431005337,"10606",TRADH,"4","1997-07-22","1997-08-19","1997-07-31","3","79.4",Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,"05634-030",Brazil,2025-02-01 14:30:05.418,2025-02-01 14:30:05.640,2025-02-01 14:30:05.613,,1738431005641,,1738431005337
"10608","56","38","28","0",2025-02-01 14:30:05.322,2025-02-01 14:30:05.467,2025-02-01 14:30:05.420,,1738431005467,,1738431005337,"10608",TOMSP,"4","1997-07-23","1997-08-20","1997-08-01","2","27.79",Toms Spezialitäten,Luisenstr. 48,Münster,"","44087",Germany,2025-02-01 14:30:05.418,2025-02-01 14:30:05.640,2025-02-01 14:30:05.613,,1738431005641,,1738431005337
"10681","64","33.25","28","0",2025-02-01 14:30:05.331,2025-02-01 14:30:05.476,2025-02-01 14:30:05.420,,1738431005476,,1738431005337,"10681",GREAL,"3","1997-09-25","1997-10-23","1997-09-30","3","76.13",Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA,2025-02-01 14:30:05.423,2025-02-01 14:30:05.646,2025-02-01 14:30:05.613,,1738431005646,,1738431005337
"10682","75","7.75","30","0",2025-02-01 14:30:05.331,2025-02-01 14:30:05.476,2025-02-01 14:30:05.420,,1738431005476,,1738431005337,"10682",ANTON,"3","1997-09-25","1997-10-23","1997-10-01","2","36.13",Antonio Moreno Taquería,Mataderos  2312,México D.F.,"","05023",Mexico,2025-02-01 14:30:05.423,2025-02-01 14:30:05.646,2025-02-01 14:30:05.613,,1738431005646,,1738431005337
"10683","52","7","9","0",2025-02-01 14:30:05.332,2025-02-01 14:30:05.476,2025-02-01 14:30:05.420,,1738431005476,,1738431005337,"10683",DUMON,"2","1997-09-26","1997-10-24","1997-10-01","1","4.4",Du monde entier,"67, rue des Cinquante Otages",Nantes,"","44000",France,2025-02-01 14:30:05.423,2025-02-01 14:30:05.646,2025-02-01 14:30:05.613,,1738431005646,,1738431005337
"10921","63","43.9","40","0",2025-02-01 14:30:05.362,2025-02-01 14:30:05.506,2025-02-01 14:30:05.420,,1738431005506,,1738431005337,"10921",VAFFE,"1","1998-03-03","1998-04-14","1998-03-09","1","176.48",Vaffeljernet,Smagsloget 45,Århus,"","8200",Denmark,2025-02-01 14:30:05.438,2025-02-01 14:30:05.664,2025-02-01 14:30:05.613,,1738431005665,,1738431005337
"10354","29","99","4","0",2025-02-01 14:30:05.290,2025-02-01 14:30:05.434,2025-02-01 14:30:05.420,,1738431005434,,1738431005337,"10354",PERIC,"8","1996-11-14","1996-12-12","1996-11-20","3","53.8",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,"","05033",Mexico,2025-02-01 14:30:05.402,2025-02-01 14:30:05.621,2025-02-01 14:30:05.613,,1738431005622,,1738431005337
"10355","57","15.6","25","0",2025-02-01 14:30:05.290,2025-02-01 14:30:05.434,2025-02-01 14:30:05.420,,1738431005434,,1738431005337,"10355",AROUT,"6","1996-11-15","1996-12-13","1996-11-20","1","41.95",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2025-02-01 14:30:05.402,2025-02-01 14:30:05.621,2025-02-01 14:30:05.613,,1738431005622,,1738431005337
"10356","69","28.8","20","0",2025-02-01 14:30:05.290,2025-02-01 14:30:05.434,2025-02-01 14:30:05.420,,1738431005435,,1738431005337,"10356",WANDK,"6","1996-11-18","1996-12-16","1996-11-27","2","36.71",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,"","70563",Germany,2025-02-01 14:30:05.402,2025-02-01 14:30:05.621,2025-02-01 14:30:05.613,,1738431005622,,1738431005337
"10992","72","34.8","2","0",2025-02-01 14:30:05.372,2025-02-01 14:30:05.514,2025-02-01 14:30:05.420,,1738431005515,,1738431005337,"10992",THEBI,"1","1998-04-01","1998-04-29","1998-04-03","3","4.27",The Big Cheese,"89 Jefferson Way Suite 2",Portland,OR,"97201",USA,2025-02-01 14:30:05.442,2025-02-01 14:30:05.670,2025-02-01 14:30:05.613,,1738431005671,,1738431005337
"10994","59","55","18","0.05",2025-02-01 14:30:05.372,2025-02-01 14:30:05.515,2025-02-01 14:30:05.420,,1738431005515,,1738431005337,"10994",VAFFE,"2","1998-04-02","1998-04-16","1998-04-09","3","65.53",Vaffeljernet,Smagsloget 45,Århus,"","8200",Denmark,2025-02-01 14:30:05.443,2025-02-01 14:30:05.670,2025-02-01 14:30:05.613,,1738431005671,,1738431005337
"10995","60","34","4","0",2025-02-01 14:30:05.372,2025-02-01 14:30:05.515,2025-02-01 14:30:05.420,,1738431005515,,1738431005337,"10995",PERIC,"1","1998-04-02","1998-04-30","1998-04-06","3","46.0",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,"","05033",Mexico,2025-02-01 14:30:05.443,2025-02-01 14:30:05.670,2025-02-01 14:30:05.613,,1738431005671,,1738431005337
"10996","42","14","40","0",2025-02-01 14:30:05.372,2025-02-01 14:30:05.515,2025-02-01 14:30:05.420,,1738431005515,,1738431005337,"10996",QUICK,"4","1998-04-02","1998-04-30","1998-04-10","2","1.12",QUICK-Stop,Taucherstraße 10,Cunewalde,"","01307",Germany,2025-02-01 14:30:05.443,2025-02-01 14:30:05.670,2025-02-01 14:30:05.613,,1738431005671,,1738431005337
"10687","36","19","6","0.25",2025-02-01 14:30:05.332,2025-02-01 14:30:05.476,2025-02-01 14:30:05.420,,1738431005477,,1738431005337,"10687",HUNGO,"9","1997-09-30","1997-10-28","1997-10-30","2","296.43",Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,"",Ireland,2025-02-01 14:30:05.423,2025-02-01 14:30:05.646,2025-02-01 14:30:05.613,,1738431005646,,1738431005337
"10793","52","7","8","0",2025-02-01 14:30:05.345,2025-02-01 14:30:05.490,2025-02-01 14:30:05.420,,1738431005491,,1738431005337,"10793",AROUT,"3","1997-12-24","1998-01-21","1998-01-08","3","4.52",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2025-02-01 14:30:05.430,2025-02-01 14:30:05.654,2025-02-01 14:30:05.613,,1738431005654,,1738431005337
"10838","36","19","50","0.25",2025-02-01 14:30:05.352,2025-02-01 14:30:05.496,2025-02-01 14:30:05.420,,1738431005496,,1738431005337,"10838",LINOD,"3","1998-01-19","1998-02-16","1998-01-23","3","59.28",LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela,2025-02-01 14:30:05.433,2025-02-01 14:30:05.657,2025-02-01 14:30:05.613,,1738431005658,,1738431005337
"10374","58","10.6","15","0",2025-02-01 14:30:05.293,2025-02-01 14:30:05.436,2025-02-01 14:30:05.420,,1738431005437,,1738431005337,"10374",WOLZA,"1","1996-12-05","1997-01-02","1996-12-09","3","3.94",Wolski Zajazd,ul. Filtrowa 68,Warszawa,"","01-012",Poland,2025-02-01 14:30:05.403,2025-02-01 14:30:05.623,2025-02-01 14:30:05.613,,1738431005623,,1738431005337
"10376","31","10","42","0.05",2025-02-01 14:30:05.293,2025-02-01 14:30:05.436,2025-02-01 14:30:05.420,,1738431005437,,1738431005337,"10376",MEREP,"1","1996-12-09","1997-01-06","1996-12-13","2","20.39",Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada,2025-02-01 14:30:05.403,2025-02-01 14:30:05.623,2025-02-01 14:30:05.613,,1738431005623,,1738431005337
"10960","41","9.65","24","0",2025-02-01 14:30:05.368,2025-02-01 14:30:05.510,2025-02-01 14:30:05.420,,1738431005511,,1738431005337,"10960",HILAA,"3","1998-03-19","1998-04-02","1998-04-08","1","2.08",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela,2025-02-01 14:30:05.440,2025-02-01 14:30:05.667,2025-02-01 14:30:05.613,,1738431005668,,1738431005337
"10961","76","18","60","0",2025-02-01 14:30:05.368,2025-02-01 14:30:05.511,2025-02-01 14:30:05.420,,1738431005511,,1738431005337,"10961",QUEEN,"8","1998-03-19","1998-04-16","1998-03-30","1","104.47",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil,2025-02-01 14:30:05.440,2025-02-01 14:30:05.668,2025-02-01 14:30:05.613,,1738431005668,,1738431005337
"10424","68","10","30","0.2",2025-02-01 14:30:05.298,2025-02-01 14:30:05.443,2025-02-01 14:30:05.420,,1738431005443,,1738431005337,"10424",MEREP,"7","1997-01-23","1997-02-20","1997-01-27","2","370.61",Mère Paillarde,"43 rue St. Laurent",Montréal,Québec,H1J 1C3,Canada,2025-02-01 14:30:05.407,2025-02-01 14:30:05.626,2025-02-01 14:30:05.613,,1738431005627,,1738431005337
"10389","70","12","30","0",2025-02-01 14:30:05.294,2025-02-01 14:30:05.438,2025-02-01 14:30:05.420,,1738431005438,,1738431005337,"10389",BOTTM,"4","1996-12-20","1997-01-17","1996-12-24","2","47.42",Bottom-Dollar Markets,"23 Tsawassen Blvd.",Tsawassen,BC,T2F 8M4,Canada,2025-02-01 14:30:05.404,2025-02-01 14:30:05.624,2025-02-01 14:30:05.613,,1738431005624,,1738431005337
"10390","72","27.8","24","0.1",2025-02-01 14:30:05.294,2025-02-01 14:30:05.438,2025-02-01 14:30:05.420,,1738431005439,,1738431005337,"10390",ERNSH,"6","1996-12-23","1997-01-20","1996-12-26","1","126.38",Ernst Handel,Kirchgasse 6,Graz,"","8010",Austria,2025-02-01 14:30:05.404,2025-02-01 14:30:05.624,2025-02-01 14:30:05.613,,1738431005624,,1738431005337
"10448","40","14.7","20","0",2025-02-01 14:30:05.301,2025-02-01 14:30:05.445,2025-02-01 14:30:05.420,,1738431005446,,1738431005337,"10448",RANCH,"4","1997-02-17","1997-03-17","1997-02-24","2","38.82",Rancho grande,Av. del Libertador 900,Buenos Aires,"","1010",Argentina,2025-02-01 14:30:05.408,2025-02-01 14:30:05.628,2025-02-01 14:30:05.613,,1738431005629,,1738431005337
"10601","59","55","35","0",2025-02-01 14:30:05.321,2025-02-01 14:30:05.466,2025-02-01 14:30:05.420,,1738431005467,,1738431005337,"10601",HILAA,"7","1997-07-16","1997-08-27","1997-07-22","1","58.3",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,"5022",Venezuela,2025-02-01 14:30:05.418,2025-02-01 14:30:05.640,2025-02-01 14:30:05.613,,1738431005640,,1738431005337
"10393","31","10","32","0",2025-02-01 14:30:05.295,2025-02-01 14:30:05.438,2025-02-01 14:30:05.420,,1738431005439,,1738431005337,"10393",SAVEA,"1","1996-12-25","1997-01-22","1997-01-03","3","126.56",Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA,2025-02-01 14:30:05.405,2025-02-01 14:30:05.624,2025-02-01 14:30:05.613,,1738431005625,,1738431005337
"10491","77","10.4","7","0.15",2025-02-01 14:30:05.306,2025-02-01 14:30:05.451,2025-02-01 14:30:05.420,,1738431005451,,1738431005337,"10491",FURIB,"8","1997-03-31","1997-04-28","1997-04-08","3","16.96",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,"","1675",Portugal,2025-02-01 14:30:05.411,2025-02-01 14:30:05.631,2025-02-01 14:30:05.613,,1738431005632,,1738431005337
"10428","46","9.6","20","0",2025-02-01 14:30:05.298,2025-02-01 14:30:05.443,2025-02-01 14:30:05.420,,1738431005443,,1738431005337,"10428",REGGC,"7","1997-01-28","1997-02-25","1997-02-04","1","11.09",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,"","42100",Italy,2025-02-01 14:30:05.407,2025-02-01 14:30:05.627,2025-02-01 14:30:05.613,,1738431005627,,1738431005337
"10429","63","35.1","35","0.25",2025-02-01 14:30:05.299,2025-02-01 14:30:05.443,2025-02-01 14:30:05.420,,1738431005443,,1738431005337,"10429",HUNGO,"3","1997-01-29","1997-03-12","1997-02-07","2","56.63",Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,"",Ireland,2025-02-01 14:30:05.407,2025-02-01 14:30:05.627,2025-02-01 14:30:05.613,,1738431005627,,1738431005337
"10330","72","27.8","25","0.15",2025-02-01 14:30:05.288,2025-02-01 14:30:05.431,2025-02-01 14:30:05.420,,1738431005431,,1738431005337,"10330",LILAS,"3","1996-10-16","1996-11-13","1996-10-28","1","12.75",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela,2025-02-01 14:30:05.401,2025-02-01 14:30:05.619,2025-02-01 14:30:05.613,,1738431005620,,1738431005337
"11039","57","19.5","28","0",2025-02-01 14:30:05.379,2025-02-01 14:30:05.521,2025-02-01 14:30:05.420,,1738431005521,,1738431005337,"11039",LINOD,"1","1998-04-21","1998-05-19","","2","65.0",LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela,2025-02-01 14:30:05.445,2025-02-01 14:30:05.674,2025-02-01 14:30:05.613,,1738431005674,,1738431005337
"10821","51","53","6","0",2025-02-01 14:30:05.349,2025-02-01 14:30:05.493,2025-02-01 14:30:05.420,,1738431005494,,1738431005337,"10821",SPLIR,"1","1998-01-08","1998-02-05","1998-01-15","1","36.68",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,"82520",USA,2025-02-01 14:30:05.432,2025-02-01 14:30:05.656,2025-02-01 14:30:05.613,,1738431005656,,1738431005337
"10822","70","15","6","0",2025-02-01 14:30:05.349,2025-02-01 14:30:05.493,2025-02-01 14:30:05.420,,1738431005494,,1738431005337,"10822",TRAIH,"6","1998-01-08","1998-02-05","1998-01-16","3","7.0",Trail's Head Gourmet Provisioners,"722 DaVinci Blvd.",Kirkland,WA,"98034",USA,2025-02-01 14:30:05.432,2025-02-01 14:30:05.656,2025-02-01 14:30:05.613,,1738431005656,,1738431005337
"10839","72","34.8","15","0.1",2025-02-01 14:30:05.352,2025-02-01 14:30:05.496,2025-02-01 14:30:05.420,,1738431005496,,1738431005337,"10839",TRADH,"3","1998-01-19","1998-02-16","1998-01-22","3","35.43",Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,"05634-030",Brazil,2025-02-01 14:30:05.433,2025-02-01 14:30:05.658,2025-02-01 14:30:05.613,,1738431005658,,1738431005337
"10295","56","30.4","4","0",2025-02-01 14:30:05.285,2025-02-01 14:30:05.426,2025-02-01 14:30:05.420,,1738431005426,,1738431005337,"10295",VINET,"2","1996-09-02","1996-09-30","1996-09-10","2","1.15",Vins et alcools Chevalier,"59 rue de l'Abbaye",Reims,"","51100",France,2025-02-01 14:30:05.398,2025-02-01 14:30:05.617,2025-02-01 14:30:05.613,,1738431005617,,1738431005337
"10840","39","18","10","0.2",2025-02-01 14:30:05.352,2025-02-01 14:30:05.496,2025-02-01 14:30:05.420,,1738431005497,,1738431005337,"10840",LINOD,"4","1998-01-19","1998-03-02","1998-02-16","2","2.71",LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,"4980",Venezuela,2025-02-01 14:30:05.433,2025-02-01 14:30:05.658,2025-02-01 14:30:05.613,,1738431005658,,1738431005337
"10512","60","34","12","0.15",2025-02-01 14:30:05.308,2025-02-01 14:30:05.453,2025-02-01 14:30:05.420,,1738431005454,,1738431005337,"10512",FAMIA,"7","1997-04-21","1997-05-19","1997-04-24","2","3.53",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,"05442-030",Brazil,2025-02-01 14:30:05.412,2025-02-01 14:30:05.633,2025-02-01 14:30:05.613,,1738431005634,,1738431005337
"10513","61","28.5","15","0.2",2025-02-01 14:30:05.309,2025-02-01 14:30:05.453,2025-02-01 14:30:05.420,,1738431005454,,1738431005337,"10513",WANDK,"7","1997-04-22","1997-06-03","1997-04-28","1","105.65",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,"","70563",Germany,2025-02-01 14:30:05.412,2025-02-01 14:30:05.633,2025-02-01 14:30:05.613,,1738431005634,,1738431005337
"10516","42","14","20","0",2025-02-01 14:30:05.309,2025-02-01 14:30:05.454,2025-02-01 14:30:05.420,,1738431005455,,1738431005337,"10516",HUNGO,"2","1997-04-24","1997-05-22","1997-05-01","3","62.78",Hungry Owl All-Night Grocers,"8 Johnstown Road",Cork,Co. Cork,"",Ireland,2025-02-01 14:30:05.412,2025-02-01 14:30:05.633,2025-02-01 14:30:05.613,,1738431005634,,1738431005337
"10279","17","31.2","15","0.25",2025-02-01 14:30:05.283,2025-02-01 14:30:05.424,2025-02-01 14:30:05.420,,1738431005424,,1738431005337,"10279",LEHMS,"8","1996-08-13","1996-09-10","1996-08-16","2","25.83",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"","60528",Germany,2025-02-01 14:30:05.397,2025-02-01 14:30:05.615,2025-02-01 14:30:05.613,,1738431005616,,1738431005337
"10903","68","12.5","20","0",2025-02-01 14:30:05.360,2025-02-01 14:30:05.504,2025-02-01 14:30:05.420,,1738431005504,,1738431005337,"10903",HANAR,"3","1998-02-24","1998-03-24","1998-03-04","3","36.71",Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,"05454-876",Brazil,2025-02-01 14:30:05.437,2025-02-01 14:30:05.663,2025-02-01 14:30:05.613,,1738431005663,,1738431005337
"10904","62","49.3","35","0",2025-02-01 14:30:05.360,2025-02-01 14:30:05.504,2025-02-01 14:30:05.420,,1738431005505,,1738431005337,"10904",WHITC,"3","1998-02-24","1998-03-24","1998-02-27","3","162.95",White Clover Markets,"1029 - 12th Ave. S.",Seattle,WA,"98124",USA,2025-02-01 14:30:05.437,2025-02-01 14:30:05.663,2025-02-01 14:30:05.613,,1738431005663,,1738431005337
"10905","1","18","20","0.05",2025-02-01 14:30:05.361,2025-02-01 14:30:05.504,2025-02-01 14:30:05.420,,1738431005505,,1738431005337,"10905",WELLI,"9","1998-02-24","1998-03-24","1998-03-06","2","13.72",Wellington Importadora,"Rua do Mercado, 12",Resende,SP,"08737-363",Brazil,2025-02-01 14:30:05.437,2025-02-01 14:30:05.663,2025-02-01 14:30:05.613,,1738431005663,,1738431005337
"10907","75","7.75","14","0",2025-02-01 14:30:05.361,2025-02-01 14:30:05.504,2025-02-01 14:30:05.420,,1738431005505,,1738431005337,"10907",SPECD,"6","1998-02-25","1998-03-25","1998-02-27","3","9.19",Spécialités du monde,"25, rue Lauriston",Paris,"","75016",France,2025-02-01 14:30:05.437,2025-02-01 14:30:05.663,2025-02-01 14:30:05.613,,1738431005664,,1738431005337
"10255","59","44","30","0",2025-02-01 14:30:05.281,2025-02-01 14:30:05.421,2025-02-01 14:30:05.420,,1738431005421,,1738431005337,"10255",RICSU,"9","1996-07-12","1996-08-09","1996-07-15","3","148.33",Richter Supermarkt,Starenweg 5,Genève,"","1204",Switzerland,2025-02-01 14:30:05.396,2025-02-01 14:30:05.613,2025-02-01 14:30:05.613,,1738431005614,,1738431005337
"10728","60","34","15","0",2025-02-01 14:30:05.338,2025-02-01 14:30:05.482,2025-02-01 14:30:05.420,,1738431005483,,1738431005337,"10728",QUEEN,"4","1997-11-04","1997-12-02","1997-11-11","2","58.33",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,"05487-020",Brazil,2025-02-01 14:30:05.426,2025-02-01 14:30:05.649,2025-02-01 14:30:05.613,,1738431005650,,1738431005337
"10336","4","17.6","18","0.1",2025-02-01 14:30:05.288,2025-02-01 14:30:05.431,2025-02-01 14:30:05.420,,1738431005432,,1738431005337,"10336",PRINI,"7","1996-10-23","1996-11-20","1996-10-25","2","15.51",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,"","1756",Portugal,2025-02-01 14:30:05.401,2025-02-01 14:30:05.620,2025-02-01 14:30:05.613,,1738431005620,,1738431005337
"10880","70","15","50","0.2",2025-02-01 14:30:05.357,2025-02-01 14:30:05.502,2025-02-01 14:30:05.420,,1738431005502,,1738431005337,"10880",FOLKO,"7","1998-02-10","1998-03-24","1998-02-18","1","88.01",Folk och fä HB,Åkergatan 24,Bräcke,"",S-844 67,Sweden,2025-02-01 14:30:05.436,2025-02-01 14:30:05.661,2025-02-01 14:30:05.613,,1738431005662,,1738431005337
